Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
300895,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300896,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300897,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300898,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300899,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300900,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300901,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300902,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300903,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300904,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300905,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300906,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300907,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300908,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300909,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300910,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300911,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300912,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300913,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300914,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300915,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300916,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300917,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300918,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300919,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300920,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300921,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300922,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300923,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300924,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300925,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300926,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300927,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300928,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300929,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300930,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300931,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300932,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300933,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300934,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300935,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300936,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300937,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300938,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300939,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300940,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300941,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300942,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300943,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300944,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300945,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300946,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300947,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300948,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300949,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300950,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300951,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300952,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300953,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300954,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300955,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300956,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300957,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300958,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300959,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300960,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300961,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300962,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300963,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300964,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300965,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300966,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300967,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300968,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300969,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300970,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300971,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300972,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300973,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300974,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300975,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300976,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300977,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300978,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300979,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300980,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300981,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300982,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300983,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300984,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300985,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300986,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300987,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300988,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300989,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300990,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300991,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300992,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300993,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300994,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300995,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300996,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300997,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300998,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300999,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
301000,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
